id,groupId,title,content,tags,author,createdAt,updatedAt
17,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.436+00,2023-12-12 15:06:20.436+00
18,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.444+00,2023-12-12 15:06:20.444+00
19,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.45+00,2023-12-12 15:06:20.45+00
20,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.455+00,2023-12-12 15:06:20.455+00
21,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.471+00,2023-12-12 15:06:20.471+00
22,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.484+00,2023-12-12 15:06:20.484+00
23,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.485+00,2023-12-12 15:06:20.485+00
24,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.487+00,2023-12-12 15:06:20.487+00
25,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.496+00,2023-12-12 15:06:20.496+00
26,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.506+00,2023-12-12 15:06:20.506+00
27,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.511+00,2023-12-12 15:06:20.511+00
28,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.525+00,2023-12-12 15:06:20.525+00
29,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.527+00,2023-12-12 15:06:20.527+00
30,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.529+00,2023-12-12 15:06:20.529+00
31,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.532+00,2023-12-12 15:06:20.532+00
32,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.551+00,2023-12-12 15:06:20.551+00
33,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.56+00,2023-12-12 15:06:20.56+00
34,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.563+00,2023-12-12 15:06:20.563+00
35,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.566+00,2023-12-12 15:06:20.566+00
36,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.585+00,2023-12-12 15:06:20.585+00
37,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.587+00,2023-12-12 15:06:20.587+00
38,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.589+00,2023-12-12 15:06:20.589+00
39,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.619+00,2023-12-12 15:06:20.619+00
40,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.623+00,2023-12-12 15:06:20.623+00
41,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.627+00,2023-12-12 15:06:20.627+00
42,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.651+00,2023-12-12 15:06:20.651+00
43,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.654+00,2023-12-12 15:06:20.654+00
44,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.667+00,2023-12-12 15:06:20.667+00
45,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.669+00,2023-12-12 15:06:20.669+00
46,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.678+00,2023-12-12 15:06:20.678+00
47,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.68+00,2023-12-12 15:06:20.68+00
48,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.682+00,2023-12-12 15:06:20.682+00
49,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.705+00,2023-12-12 15:06:20.705+00
50,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.707+00,2023-12-12 15:06:20.707+00
51,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.709+00,2023-12-12 15:06:20.709+00
52,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.724+00,2023-12-12 15:06:20.724+00
53,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.739+00,2023-12-12 15:06:20.739+00
54,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.759+00,2023-12-12 15:06:20.759+00
55,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.771+00,2023-12-12 15:06:20.771+00
56,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.774+00,2023-12-12 15:06:20.774+00
57,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.78+00,2023-12-12 15:06:20.78+00
58,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.793+00,2023-12-12 15:06:20.793+00
59,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.795+00,2023-12-12 15:06:20.795+00
60,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.798+00,2023-12-12 15:06:20.798+00
61,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.809+00,2023-12-12 15:06:20.809+00
62,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.815+00,2023-12-12 15:06:20.815+00
63,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.828+00,2023-12-12 15:06:20.828+00
64,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.83+00,2023-12-12 15:06:20.83+00
65,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.833+00,2023-12-12 15:06:20.833+00
66,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.847+00,2023-12-12 15:06:20.847+00
67,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.849+00,2023-12-12 15:06:20.849+00
68,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.863+00,2023-12-12 15:06:20.863+00
69,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.875+00,2023-12-12 15:06:20.875+00
70,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.882+00,2023-12-12 15:06:20.882+00
71,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.887+00,2023-12-12 15:06:20.887+00
72,1,核能是什麼？,原子是構成世間萬物的結構，其核心由質子與中子組成，核外有電子包圍，在原子核中，有一股很強大的能量把中子和質子聚合在一起，所謂的核能，就是指原子核結構因為「核分裂（Nuclear fission）」或「核融合（Nuclear fusion）」發生變化時，所釋放出來的能量。所以，核能亦稱為「原子能」。,資訊,1,2023-12-12 15:06:20.898+00,2023-12-12 15:06:20.898+00
